task,arm,repeat,stage,submission,event,best_correct_ms,best_program,paired_reference_target_ms,reached_reference,stage_agent_seconds,stage_benchmark_seconds,stage_input_tokens,stage_cached_input_tokens,stage_output_tokens,stage_calls_without_reported_usage,workflow_agent_seconds,workflow_benchmark_seconds,workflow_input_tokens,workflow_cached_input_tokens,workflow_output_tokens,workflow_calls_without_reported_usage
rsqrt,triton,0,generation,5,submission,0.005888000130653381,report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-1/candidate.py,,False,413.1856981429737,15.275083133019507,710167,578560,17642,0,413.1856981429737,15.275083133019507,710167,578560,17642,0
rsqrt,intent,0,generation,1,submission,0.006264000199735165,report/agent-tritonbench/expanded/programs/rsqrt/intent/repeat-0/generation-1/candidate.py,,False,102.05493646510877,5.711986376903951,292477,237824,3961,0,102.05493646510877,5.711986376903951,292477,237824,3961,0
rsqrt,intent,0,generation,2,submission,0.006264000199735165,report/agent-tritonbench/expanded/programs/rsqrt/intent/repeat-0/generation-1/candidate.py,,False,291.1353729690891,8.940387236885726,620982,510208,12936,0,291.1353729690891,8.940387236885726,620982,510208,12936,0
rsqrt,intent,0,generation,3,submission,0.006264000199735165,report/agent-tritonbench/expanded/programs/rsqrt/intent/repeat-0/generation-1/candidate.py,,False,559.2379661870655,58.30872664577328,892168,741888,26222,0,559.2379661870655,58.30872664577328,892168,741888,26222,0
sigmoid,triton,0,generation,1,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/sigmoid/triton/repeat-0/generation-1/candidate.py,0.007903999998234212,True,67.03799832705408,3.58356928313151,122608,104192,2594,0,67.03799832705408,3.58356928313151,122608,104192,2594,0
sigmoid,intent,0,generation,1,submission,0.006192000117152929,report/agent-tritonbench/expanded/programs/sigmoid/intent/repeat-0/generation-1/candidate.py,0.007903999998234212,True,108.03767276811413,10.851299074944109,297373,269824,4239,0,108.03767276811413,10.851299074944109,297373,269824,4239,0
sqrt,triton,0,generation,1,submission,0.005839999997988343,report/agent-tritonbench/expanded/programs/sqrt/triton/repeat-0/generation-1/candidate.py,0.00788799999281764,True,92.06416194001213,3.578586542978883,203872,180480,3573,0,92.06416194001213,3.578586542978883,203872,180480,3573,0
sqrt,intent,0,generation,1,submission,0.006152000278234482,report/agent-tritonbench/expanded/programs/sqrt/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,81.05674731102772,6.150468559935689,179326,136960,2633,0,81.05674731102772,6.150468559935689,179326,136960,2633,0
tanh,triton,0,generation,1,submission,,,0.007823999971151352,False,82.08263541199267,5.654731939081103,205089,167168,3104,0,82.08263541199267,5.654731939081103,205089,167168,3104,0
tanh,triton,0,generation,2,submission,0.006704000057652593,report/agent-tritonbench/expanded/programs/tanh/triton/repeat-0/generation-2/candidate.py,0.007823999971151352,True,137.0991053848993,9.335122643969953,325485,273408,4999,0,137.0991053848993,9.335122643969953,325485,273408,4999,0
tanh,intent,0,generation,1,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/tanh/intent/repeat-0/generation-1/candidate.py,0.007823999971151352,True,63.052686335053295,8.338561163051054,181579,121856,2359,0,63.052686335053295,8.338561163051054,181579,121856,2359,0
argmax,triton,0,generation,1,submission,,,,False,222.06027822196484,3.228711119154468,207204,167168,10928,0,222.06027822196484,3.228711119154468,207204,167168,10928,0
argmax,triton,0,generation,2,submission,0.007967999903485179,report/agent-tritonbench/expanded/programs/argmax/triton/repeat-0/generation-2/candidate.py,,False,286.0893172270153,6.755230805138126,321586,261376,13775,0,286.0893172270153,6.755230805138126,321586,261376,13775,0
argmax,intent,0,generation,1,submission,,,,False,107.03197783301584,2.0036347401328385,303221,243968,4356,0,107.03197783301584,2.0036347401328385,303221,243968,4356,0
argmax,intent,0,generation,2,submission,,,,False,228.07362608192489,3.976834216155112,587932,493824,9283,0,228.07362608192489,3.976834216155112,587932,493824,9283,0
argmax,intent,0,generation,3,submission,,,,False,384.12894551013596,5.902930295094848,923681,779520,16980,0,384.12894551013596,5.902930295094848,923681,779520,16980,0
argmax,intent,0,generation,4,submission,,,,False,473.1628441840876,9.129780765157193,1236667,1034752,20417,0,473.1628441840876,9.129780765157193,1236667,1034752,20417,0
argmax,intent,0,generation,5,submission,,,,False,974.3126165450085,11.30683461111039,1962400,1684992,44829,0,974.3126165450085,11.30683461111039,1962400,1684992,44829,0
max,triton,0,generation,1,submission,0.009320000186562538,report/agent-tritonbench/expanded/programs/max/triton/repeat-0/generation-1/candidate.py,,False,166.0593999219127,4.43928492302075,118373,96256,8160,0,166.0593999219127,4.43928492302075,118373,96256,8160,0
max,intent,0,generation,1,submission,,,,False,164.05167120601982,3.0259977229870856,382783,317440,7931,0,164.05167120601982,3.0259977229870856,382783,317440,7931,0
max,intent,0,generation,2,submission,,,,False,269.1012281400617,5.615419453941286,670120,568320,12627,0,269.1012281400617,5.615419453941286,670120,568320,12627,0
max,intent,0,generation,3,submission,,,,False,425.1510983640328,7.4871198639739305,988023,836864,19267,0,425.1510983640328,7.4871198639739305,988023,836864,19267,0
max,intent,0,generation,4,submission,,,,False,566.2104536129627,9.869509478798136,1302510,1110272,25520,0,566.2104536129627,9.869509478798136,1302510,1110272,25520,0
max,intent,0,generation,5,submission,,,,False,657.2341620849911,12.090833643916994,1575315,1339904,28803,0,657.2341620849911,12.090833643916994,1575315,1339904,28803,0
mean,triton,0,generation,1,submission,,,0.010607999749481678,False,115.0343391909264,1.8720339678693563,127994,108288,5594,0,115.0343391909264,1.8720339678693563,127994,108288,5594,0
mean,triton,0,generation,2,submission,,,0.010607999749481678,False,236.06704770796932,42.91384464385919,291067,244992,10903,0,236.06704770796932,42.91384464385919,291067,244992,10903,0
mean,triton,0,generation,3,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/mean/triton/repeat-0/generation-3/candidate.py,0.010607999749481678,True,299.0887397779152,46.69520045281388,394577,329984,13344,0,299.0887397779152,46.69520045281388,394577,329984,13344,0
mean,intent,0,generation,1,submission,,,0.010607999749481678,False,73.01928859902546,2.5745503399521112,252055,216064,3195,0,73.01928859902546,2.5745503399521112,252055,216064,3195,0
mean,intent,0,generation,2,submission,,,0.010607999749481678,False,145.04092416982166,5.000620816834271,476770,413952,6393,0,145.04092416982166,5.000620816834271,476770,413952,6393,0
mean,intent,0,generation,3,submission,,,0.010607999749481678,False,213.06006676494144,26.102893094765022,655134,550656,8992,0,213.06006676494144,26.102893094765022,655134,550656,8992,0
mean,intent,0,generation,4,submission,,,0.010607999749481678,False,364.1214494139422,31.534419865580276,878746,742400,15989,0,364.1214494139422,31.534419865580276,878746,742400,15989,0
mean,intent,0,generation,5,submission,0.11329600214958191,report/agent-tritonbench/expanded/programs/mean/intent/repeat-0/generation-5/candidate.py,0.010607999749481678,False,483.1553825959563,36.08485177461989,1089300,922112,19199,0,483.1553825959563,36.08485177461989,1089300,922112,19199,0
min,triton,0,generation,1,submission,,,,False,242.0732769910246,185.76585404388607,322569,283392,11862,0,242.0732769910246,185.76585404388607,322569,283392,11862,0
min,triton,0,generation,2,submission,0.14243200421333313,report/agent-tritonbench/expanded/programs/min/triton/repeat-0/generation-2/candidate.py,,False,383.1173584042117,190.69962426787242,569918,501504,17622,0,383.1173584042117,190.69962426787242,569918,501504,17622,0
min,intent,0,generation,1,submission,,,,False,181.06897886795923,2.070514441933483,341505,282624,8430,0,181.06897886795923,2.070514441933483,341505,282624,8430,0
min,intent,0,generation,2,submission,,,,False,296.09516983502544,4.24164424999617,584966,472576,13471,0,296.09516983502544,4.24164424999617,584966,472576,13471,0
min,intent,0,generation,3,submission,,,,False,355.1118765489664,6.461736602941528,773376,633856,15503,0,355.1118765489664,6.461736602941528,773376,633856,15503,0
min,intent,0,generation,4,submission,,,,False,440.16662465804256,8.399478473002091,1003455,829952,19054,0,440.16662465804256,8.399478473002091,1003455,829952,19054,0
min,intent,0,generation,5,submission,,,,False,645.2297783410177,277.8289674890693,1526271,1283072,28747,0,645.2297783410177,277.8289674890693,1526271,1283072,28747,0
sum,triton,0,generation,1,submission,0.007952000014483929,report/agent-tritonbench/expanded/programs/sum/triton/repeat-0/generation-1/candidate.py,,False,107.02862696093507,256.6517211389728,125568,108288,4878,0,107.02862696093507,256.6517211389728,125568,108288,4878,0
sum,intent,0,generation,1,submission,,,,False,81.02341186418198,2.371131356107071,247326,208128,2863,0,81.02341186418198,2.371131356107071,247326,208128,2863,0
sum,intent,0,generation,2,submission,,,,False,151.04082556813955,172.99251058115624,429472,371200,5438,0,151.04082556813955,172.99251058115624,429472,371200,5438,0
sum,intent,0,generation,3,submission,,,,False,352.10543978028,175.07988527510315,813618,677376,14772,0,352.10543978028,175.07988527510315,813618,677376,14772,0
sum,intent,0,generation,4,submission,,,,False,458.16038692742586,177.4078047601506,1059226,890624,19252,0,458.16038692742586,177.4078047601506,1059226,890624,19252,0
sum,intent,0,generation,5,submission,,,,False,575.2141691953875,179.3281568752136,1273877,1067264,24415,0,575.2141691953875,179.3281568752136,1273877,1067264,24415,0
std,triton,0,generation,1,submission,0.008200000040233135,report/agent-tritonbench/expanded/programs/std/triton/repeat-0/generation-1/candidate.py,0.012732000090181828,True,163.0653145199176,4.303421723889187,140887,116480,7729,0,163.0653145199176,4.303421723889187,140887,116480,7729,0
std,intent,0,generation,1,submission,,,0.012732000090181828,False,141.03982660803013,2.7755933380685747,341217,290816,5869,0,141.03982660803013,2.7755933380685747,341217,290816,5869,0
std,intent,0,generation,2,submission,,,0.012732000090181828,False,242.07500844518654,4.896459174109623,595886,508160,10143,0,242.07500844518654,4.896459174109623,595886,508160,10143,0
std,intent,0,generation,3,submission,0.1533600017428398,report/agent-tritonbench/expanded/programs/std/intent/repeat-0/generation-3/candidate.py,0.012732000090181828,False,482.14539895020425,18.02742361300625,993944,845056,21307,0,482.14539895020425,18.02742361300625,993944,845056,21307,0
softmax,triton,0,generation,1,submission,0.007960000075399876,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/generation-1/candidate.py,0.00788799999281764,False,93.04562848201022,7.903710919898003,151854,131584,3621,0,93.04562848201022,7.903710919898003,151854,131584,3621,0
softmax,triton,0,optimization,0,seed,0.007960000075399876,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/generation-1/candidate.py,0.00788799999281764,False,0,0,0,0,0,0,93.04562848201022,7.903710919898003,151854,131584,3621,0
softmax,triton,0,optimization,1,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00788799999281764,True,90.03203209093772,3.427924067946151,105755,90112,3807,0,183.07766057294793,11.331634987844154,257609,221696,7428,0
softmax,triton,0,optimization,2,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00788799999281764,True,171.05882115778513,7.0602703269105405,180245,150784,6968,0,264.10444963979535,14.963981246808544,332099,282368,10589,0
softmax,triton,0,optimization,3,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00788799999281764,True,254.08756711496972,10.887651968980208,307572,247808,10426,0,347.13319559697993,18.79136288887821,459426,379392,14047,0
softmax,triton,0,optimization,4,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00788799999281764,True,335.1148992208764,14.715093600098044,439023,358144,13658,0,428.1605277028866,22.618804519996047,590877,489728,17279,0
softmax,triton,0,optimization,5,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00788799999281764,True,440.14611179893836,18.697109303204343,584774,477696,18305,0,533.1917402809486,26.600820223102346,736628,609280,21926,0
softmax,intent,0,generation,1,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,81.05434353696182,5.890893463045359,184646,157184,3100,0,81.05434353696182,5.890893463045359,184646,157184,3100,0
softmax,intent,0,optimization,0,seed,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,0,0,0,0,0,0,81.05434353696182,5.890893463045359,184646,157184,3100,0
softmax,intent,0,optimization,1,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,185.05509834899567,4.231996938120574,242257,216064,8814,0,266.1094418859575,10.122890401165932,426903,373248,11914,0
softmax,intent,0,optimization,2,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,346.1111375950277,8.614052897086367,397859,346880,16576,0,427.1654811319895,14.504946360131726,582505,504064,19676,0
softmax,intent,0,optimization,3,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,521.1796203020494,12.491145086940378,593080,513280,25049,0,602.2339638390113,18.382038549985737,777726,670464,28149,0
softmax,intent,0,optimization,4,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,797.2540402640589,17.77637171302922,917232,799744,38684,0,878.3083838010207,23.66726517607458,1101878,956928,41784,0
softmax,intent,0,optimization,5,submission,0.007823999971151352,report/agent-tritonbench/expanded/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00788799999281764,True,938.3019098909572,21.807341207982972,1133215,990464,44543,0,1019.356253427919,27.69823467102833,1317861,1147648,47643,0
logsumexp,triton,0,generation,1,submission,0.008848000317811966,report/agent-tritonbench/expanded/programs/logsumexp/triton/repeat-0/generation-1/candidate.py,0.02853200025856495,True,183.07008291198872,47.78840328101069,141640,117504,8972,0,183.07008291198872,47.78840328101069,141640,117504,8972,0
logsumexp,intent,0,generation,1,submission,,,0.02853200025856495,False,201.07251198100857,2.430014865938574,407025,334848,9116,0,201.07251198100857,2.430014865938574,407025,334848,9116,0
logsumexp,intent,0,generation,2,submission,,,0.02853200025856495,False,306.119770827936,4.755505395820364,731622,623360,13440,0,306.119770827936,4.755505395820364,731622,623360,13440,0
logsumexp,intent,0,generation,3,submission,,,0.02853200025856495,False,450.1566650259774,6.72806477569975,1217201,1044736,19653,0,450.1566650259774,6.72806477569975,1217201,1044736,19653,0
logsumexp,intent,0,generation,4,submission,0.008384000044316053,report/agent-tritonbench/expanded/programs/logsumexp/intent/repeat-0/generation-4/candidate.py,0.02853200025856495,True,686.2318517030217,16.429870667634532,1703378,1472256,28963,0,686.2318517030217,16.429870667634532,1703378,1472256,28963,0
add_mean,triton,0,generation,1,submission,0.011320000048726797,report/agent-tritonbench/expanded/programs/add_mean/triton/repeat-0/generation-1/candidate.py,0.018432000651955605,True,110.0395902141463,9.20942540699616,134690,113408,4928,0,110.0395902141463,9.20942540699616,134690,113408,4928,0
add_mean,intent,0,generation,1,submission,,,0.018432000651955605,False,92.03377499408089,2.171599304769188,244696,208128,4150,0,92.03377499408089,2.171599304769188,244696,208128,4150,0
add_mean,intent,0,generation,2,submission,,,0.018432000651955605,False,178.06656875903718,4.395587003789842,516404,446720,7707,0,178.06656875903718,4.395587003789842,516404,446720,7707,0
add_mean,intent,0,generation,2,interruption,,,0.018432000651955605,False,280.12714073085226,4.395587003789842,516404,446720,7707,1,280.12714073085226,4.395587003789842,516404,446720,7707,1
add_mean,intent,0,generation,3,submission,0.018223999999463558,report/agent-tritonbench/expanded/programs/add_mean/intent/repeat-0/generation-3-resume-1/candidate.py,0.018432000651955605,True,498.2075232628267,14.044944399734959,1037154,880896,18316,1,498.2075232628267,14.044944399734959,1037154,880896,18316,1
exp_mean,triton,0,generation,1,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/exp_mean/triton/repeat-0/generation-1/candidate.py,0.01432000007480383,True,107.03221235610545,3.837584611028433,127239,96000,4763,0,107.03221235610545,3.837584611028433,127239,96000,4763,0
exp_mean,intent,0,generation,1,submission,,,0.01432000007480383,False,146.0540457838215,2.4247767261695117,285181,243968,6688,0,146.0540457838215,2.4247767261695117,285181,243968,6688,0
exp_mean,intent,0,generation,2,submission,,,0.01432000007480383,False,242.0834189557936,255.97962987516075,466725,380928,10786,0,242.0834189557936,255.97962987516075,466725,380928,10786,0
exp_mean,intent,0,generation,3,submission,,,0.01432000007480383,False,451.14871783787385,554.0983903063461,863129,725760,20692,0,451.14871783787385,554.0983903063461,863129,725760,20692,0
exp_mean,intent,0,generation,4,submission,,,0.01432000007480383,False,724.2428751229309,556.321548030246,1301504,1119488,33923,0,724.2428751229309,556.321548030246,1301504,1119488,33923,0
exp_mean,intent,0,generation,5,submission,0.007967999903485179,report/agent-tritonbench/expanded/programs/exp_mean/intent/repeat-0/generation-5/candidate.py,0.01432000007480383,True,872.2964393428992,563.2566343722865,1603097,1367552,40596,0,872.2964393428992,563.2566343722865,1603097,1367552,40596,0
matmul,triton,0,generation,0,interruption,,,0.018072000239044428,False,22.16699502314441,0,0,0,0,1,22.16699502314441,0,0,0,0,1
matmul,triton,0,generation,1,submission,0.028672000393271446,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/generation-1-resume-1/candidate.py,0.018072000239044428,False,147.24642259115353,4.085444808937609,135196,113408,5679,1,147.24642259115353,4.085444808937609,135196,113408,5679,1
matmul,triton,0,optimization,0,seed,0.028672000393271446,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/generation-1-resume-1/candidate.py,0.018072000239044428,False,0,0,0,0,0,0,147.24642259115353,4.085444808937609,135196,113408,5679,1
matmul,triton,0,optimization,1,submission,0.018207999877631664,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/optimization-1/candidate.py,0.018072000239044428,False,294.0876075238921,6.138491231948137,303641,254976,14768,0,441.3340301150456,10.223936040885746,438837,368384,20447,1
matmul,triton,0,optimization,2,submission,0.016119999811053276,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/optimization-2/candidate.py,0.018072000239044428,True,495.1440424369648,10.184974126983434,558459,474368,24438,0,642.3904650281183,14.270418935921043,693655,587776,30117,1
matmul,triton,0,optimization,3,submission,0.016119999811053276,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/optimization-2/candidate.py,0.018072000239044428,True,741.2122039648239,16.972123626153916,743198,626688,36646,0,888.4586265559774,21.057568435091525,878394,740096,42325,1
matmul,triton,0,optimization,4,submission,0.01601599995046854,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/optimization-4/candidate.py,0.018072000239044428,True,966.2806494708639,21.002857299055904,945497,794368,48049,0,1113.5270720620174,25.088302107993513,1080693,907776,53728,1
matmul,triton,0,optimization,5,submission,0.01601599995046854,report/agent-tritonbench/expanded/programs/matmul/triton/repeat-0/optimization-4/candidate.py,0.018072000239044428,True,1123.3244366969448,29.246214897138998,1092430,911104,55662,0,1270.5708592880983,33.33165970607661,1227626,1024512,61341,1
matmul,intent,0,generation,1,submission,0.018207999877631664,report/agent-tritonbench/expanded/programs/matmul/intent/repeat-0/generation-1/candidate.py,0.018072000239044428,False,98.05611004703678,3.9280570291448385,247019,194048,3847,0,98.05611004703678,3.9280570291448385,247019,194048,3847,0
matmul,intent,0,optimization,0,seed,0.018207999877631664,report/agent-tritonbench/expanded/programs/matmul/intent/repeat-0/generation-1/candidate.py,0.018072000239044428,False,0,0,0,0,0,0,98.05611004703678,3.9280570291448385,247019,194048,3847,0
matmul,intent,0,optimization,1,submission,0.018207999877631664,report/agent-tritonbench/expanded/programs/matmul/intent/repeat-0/generation-1/candidate.py,0.018072000239044428,False,463.1269136550836,9.04282917897217,505518,444672,23741,0,561.1830237021204,12.970886208117008,752537,638720,27588,0
