task,arm,repeat,first_correct,budget_correct,generation_evaluation_repaired,generation_status,seed_ms,static_intent_ms,optimization_status,optimized_ms,optimized_best_stage,seed_ratio,optimized_ratio,paired_reference_target_ms,generation_first_reference_checkpoint,optimization_first_reference_checkpoint,generation_agent_seconds,generation_benchmark_seconds,generation_input_tokens,generation_cached_input_tokens,generation_output_tokens,generation_calls_without_reported_usage,optimization_agent_seconds,optimization_benchmark_seconds,optimization_input_tokens,optimization_cached_input_tokens,optimization_output_tokens,optimization_calls_without_reported_usage
log1p,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
log1p,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
log1p,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
log1p,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul,triton,0,True,True,False,pass,0.007599999895319343,,not_run,,,0.9753593344485818,,0.006856000050902367,,,61.031434452859685,3.747802582103759,128053,109312,2309,0,0,0,0,0,0,0
mul,intent,0,True,True,False,pass,0.006272000027820468,0.006272000027820468,not_run,,,1.059459438838046,,0.006856000050902367,1,,55.023867120966315,5.030943565070629,95058,61696,2051,0,0,0,0,0,0,0
mul,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu,triton,0,True,True,False,pass,0.0059200001414865255,,not_run,,,0.816777060450808,,0.007544000050984323,1,,71.02763781114481,2.9751506538596004,108959,74752,2774,0,0,0,0,0,0,0
relu,intent,0,True,True,False,pass,0.006751999957486987,0.006751999957486987,not_run,,,0.8612244741591251,,0.007544000050984323,1,,117.03686396405101,5.187492540106177,261391,229376,5175,0,0,0,0,0,0,0
relu,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
rsqrt,triton,0,True,True,True,pass,0.005888000130653381,,not_run,,,,,,,,413.1856981429737,15.275083133019507,710167,578560,17642,0,0,0,0,0,0,0
rsqrt,intent,0,True,True,True,pass,0.006264000199735165,0.006264000199735165,not_run,,,,,,,,559.2379661870655,58.30872664577328,892168,741888,26222,0,0,0,0,0,0,0
rsqrt,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
rsqrt,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
rsqrt,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
rsqrt,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sigmoid,triton,0,True,True,False,pass,0.007823999971151352,,not_run,,,1.0,,0.007903999998234212,1,,67.03799832705408,3.58356928313151,122608,104192,2594,0,0,0,0,0,0,0
sigmoid,intent,0,True,True,False,pass,0.006192000117152929,0.006192000117152929,not_run,,,0.7755511144186179,,0.007903999998234212,1,,108.03767276811413,10.851299074944109,297373,269824,4239,0,0,0,0,0,0,0
sigmoid,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sigmoid,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sigmoid,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sigmoid,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sqrt,triton,0,True,True,False,pass,0.005839999997988343,,not_run,,,0.7448979500925146,,0.00788799999281764,1,,92.06416194001213,3.578586542978883,203872,180480,3573,0,0,0,0,0,0,0
sqrt,intent,0,True,True,False,pass,0.006152000278234482,0.006152000278234482,not_run,,,0.7752016584489418,,0.00788799999281764,1,,81.05674731102772,6.150468559935689,179326,136960,2633,0,0,0,0,0,0,0
sqrt,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sqrt,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sqrt,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sqrt,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tanh,triton,0,False,True,False,pass,0.006704000057652593,,not_run,,,0.8568507262744859,,0.007823999971151352,2,,137.0991053848993,9.335122643969953,325485,273408,4999,0,0,0,0,0,0,0
tanh,intent,0,True,True,False,pass,0.007823999971151352,0.007823999971151352,not_run,,,1.0,,0.007823999971151352,1,,63.052686335053295,8.338561163051054,181579,121856,2359,0,0,0,0,0,0,0
tanh,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tanh,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tanh,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tanh,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
argmax,triton,0,False,True,False,pass,0.007967999903485179,,not_run,,,0.7603053556203808,,,,,286.0893172270153,6.755230805138126,321586,261376,13775,0,0,0,0,0,0,0
argmax,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,974.3126165450085,11.30683461111039,1962400,1684992,44829,0,0,0,0,0,0,0
argmax,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
argmax,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
argmax,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
argmax,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
max,triton,0,True,True,False,pass,0.009320000186562538,,not_run,,,0.73734176818807,,,,,166.0593999219127,4.43928492302075,118373,96256,8160,0,0,0,0,0,0,0
max,intent,0,False,False,False,execution_failure,,,not_run,,,,,,,,657.2341620849911,12.090833643916994,1575315,1339904,28803,0,0,0,0,0,0,0
max,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
max,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
max,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
max,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mean,triton,0,False,True,False,pass,0.007840000092983246,,not_run,,,0.7390648829310464,,0.010607999749481678,3,,299.0887397779152,46.69520045281388,394577,329984,13344,0,0,0,0,0,0,0
mean,intent,0,False,True,False,pass,0.11329600214958191,0.11329600214958191,not_run,,,10.680241782162346,,0.010607999749481678,,,483.1553825959563,36.08485177461989,1089300,922112,19199,0,0,0,0,0,0,0
mean,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mean,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mean,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mean,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
min,triton,0,False,True,False,pass,0.14243200421333313,,not_run,,,9.665581187536773,,,,,383.1173584042117,190.69962426787242,569918,501504,17622,0,0,0,0,0,0,0
min,intent,0,False,False,False,execution_failure,,,not_run,,,,,,,,645.2297783410177,277.8289674890693,1526271,1283072,28747,0,0,0,0,0,0,0
min,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
min,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
min,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
min,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sum,triton,0,True,True,False,pass,0.007952000014483929,,not_run,,,0.758778648611805,,,,,107.02862696093507,256.6517211389728,125568,108288,4878,0,0,0,0,0,0,0
sum,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,575.2141691953875,179.3281568752136,1273877,1067264,24415,0,0,0,0,0,0,0
sum,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sum,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sum,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sum,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
std,triton,0,True,True,False,pass,0.008200000040233135,,not_run,,,0.6126718530748171,,0.012732000090181828,1,,163.0653145199176,4.303421723889187,140887,116480,7729,0,0,0,0,0,0,0
std,intent,0,False,True,False,pass,0.1533600017428398,0.1533600017428398,not_run,,,12.695364122255668,,0.012732000090181828,,,482.14539895020425,18.02742361300625,993944,845056,21307,0,0,0,0,0,0,0
std,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
std,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
std,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
std,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softmax,triton,0,True,True,False,pass,0.007960000075399876,,candidate_budget,0.007823999971151352,optimization,0.9989960054992214,0.9989785417667018,0.00788799999281764,,1,93.04562848201022,7.903710919898003,151854,131584,3621,0,440.14611179893836,18.697109303204343,584774,477696,18305,0
softmax,intent,0,True,True,False,pass,0.007823999971151352,0.007823999971151352,candidate_budget,0.007823999971151352,generation,1.0020491660902806,1.0020491660902806,0.00788799999281764,1,0,81.05434353696182,5.890893463045359,184646,157184,3100,0,938.3019098909572,21.807341207982972,1133215,990464,44543,0
softmax,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softmax,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softmax,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softmax,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
logsumexp,triton,0,True,True,False,pass,0.008848000317811966,,not_run,,,0.308593756851662,,0.02853200025856495,1,,183.07008291198872,47.78840328101069,141640,117504,8972,0,0,0,0,0,0,0
logsumexp,intent,0,False,True,False,pass,0.008384000044316053,0.008384000044316053,not_run,,,0.29529444941326216,,0.02853200025856495,4,,686.2318517030217,16.429870667634532,1703378,1472256,28963,0,0,0,0,0,0,0
logsumexp,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
logsumexp,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
logsumexp,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
logsumexp,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_mean,triton,0,True,True,False,pass,0.011320000048726797,,not_run,,,0.614149286476168,,0.018432000651955605,1,,110.0395902141463,9.20942540699616,134690,113408,4928,0,0,0,0,0,0,0
add_mean,intent,0,False,True,False,pass,0.018223999999463558,0.018223999999463558,not_run,,,0.9887152427769702,,0.018432000651955605,3,,498.2075232628267,14.044944399734959,1037154,880896,18316,1,0,0,0,0,0,0
add_mean,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_mean,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_mean,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_mean,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
exp_mean,triton,0,True,True,False,pass,0.007840000092983246,,not_run,,,0.546265323231287,,0.01432000007480383,1,,107.03221235610545,3.837584611028433,127239,96000,4763,0,0,0,0,0,0,0
exp_mean,intent,0,False,True,False,pass,0.007967999903485179,0.007967999903485179,not_run,,,0.557670772512139,,0.01432000007480383,5,,872.2964393428992,563.2566343722865,1603097,1367552,40596,0,0,0,0,0,0,0
exp_mean,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
exp_mean,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
exp_mean,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
exp_mean,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
matmul,triton,0,True,True,False,pass,0.028672000393271446,,candidate_budget,0.01601599995046854,optimization,1.581641663573903,0.8866252978115725,0.018072000239044428,,2,147.24642259115353,4.085444808937609,135196,113408,5679,1,1123.3244366969448,29.246214897138998,1092430,911104,55662,0
matmul,intent,0,True,True,False,pass,0.018207999877631664,0.018207999877631664,candidate_budget,0.016056000255048275,optimization,1.0106571712018066,0.888839663575199,0.018072000239044428,,4,98.05611004703678,3.9280570291448385,247019,194048,3847,0,1192.34966021101,33.3843894940801,1430951,1231872,58373,0
matmul,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
matmul,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
matmul,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
matmul,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
addmm,triton,0,True,True,False,pass,0.03254400007426739,,not_run,,,1.4787350127439018,,0.022115999832749367,,,122.04774019587785,4.280641944846138,97398,79872,5749,0,0,0,0,0,0,0
addmm,intent,0,True,True,False,pass,0.018408000469207764,0.018408000469207764,not_run,,,0.8282937679080753,,0.022115999832749367,1,,106.0410090200603,9.497455327073112,248567,212224,4449,0,0,0,0,0,0,0
addmm,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
addmm,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
addmm,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
addmm,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot,triton,0,True,True,False,pass,0.0060640000738203526,,not_run,,,1.0298913347574439,,0.005887999897822738,,,141.05183594999835,3.7760235539171845,161614,139776,6175,0,0,0,0,0,0,0
tensordot,intent,0,True,True,False,pass,0.007943999953567982,0.007943999953567982,not_run,,,1.349184798135868,,0.005887999897822738,,,95.0286816440057,10.551376237999648,196934,163328,3987,0,0,0,0,0,0,0
tensordot,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot_rsqrt,triton,0,True,True,False,pass,0.04676800034940243,,not_run,,,0.999658000135287,,0.04712800029665232,1,,212.07238506898284,9.1583582109306,233894,206848,9312,0,0,0,0,0,0,0
tensordot_rsqrt,intent,0,True,True,False,pass,0.0447199996560812,0.0447199996560812,not_run,,,0.9420289758402306,,0.04712800029665232,1,,94.03349595097825,8.490282986080274,243260,209152,3925,0,0,0,0,0,0,0
tensordot_rsqrt,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot_rsqrt,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot_rsqrt,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
tensordot_rsqrt,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d,triton,0,False,True,False,pass,0.09080799669027328,,not_run,,,2.625115479742846,,0.03458400070667267,,,643.3235561233014,19.448241321137175,561285,449280,18839,1,0,0,0,0,0,0
conv2d,intent,0,True,True,False,pass,0.9692719876766205,0.9692719876766205,not_run,,,28.03308565403942,,0.03458400070667267,,,394.0441758520901,6.135904273018241,262851,219392,9372,1,0,0,0,0,0,0
conv2d,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
symmetric_mm_and_abs_sum,triton,0,False,True,False,pass,0.14135199785232544,,not_run,,,1.826819644165835,,,,,226.07766825007275,286.7463720170781,324457,282624,10028,0,0,0,0,0,0,0
symmetric_mm_and_abs_sum,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,606.2090700038243,11.159939159173518,1925610,1722880,24866,0,0,0,0,0,0,0
symmetric_mm_and_abs_sum,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
symmetric_mm_and_abs_sum,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
symmetric_mm_and_abs_sum,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
symmetric_mm_and_abs_sum,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_mv_sigmoid_sub,triton,0,True,True,False,pass,0.007840000092983246,,not_run,,,0.6577181050742781,,0.011920000426471233,1,,217.06960309809074,3.77665803511627,181199,134912,10556,0,0,0,0,0,0,0
fused_mv_sigmoid_sub,intent,0,True,True,False,pass,0.018080000765621662,0.018080000765621662,not_run,,,1.5167785334529573,,0.011920000426471233,,,96.05569554097019,5.38828210788779,236749,187904,3983,0,0,0,0,0,0,0
fused_mv_sigmoid_sub,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_mv_sigmoid_sub,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
