task,arm,repeat,stage,submission,event,best_correct_ms,best_program,paired_reference_target_ms,reached_reference,stage_agent_seconds,stage_benchmark_seconds,stage_input_tokens,stage_cached_input_tokens,stage_output_tokens,stage_calls_without_reported_usage,workflow_agent_seconds,workflow_benchmark_seconds,workflow_input_tokens,workflow_cached_input_tokens,workflow_output_tokens,workflow_calls_without_reported_usage
abs,intent,0,optimization,5,submission,0.0059200001414865255,report/agent-tritonbench/programs/abs/intent/repeat-0/optimization-2/candidate.py,0.007015999988652766,True,587.1815740687307,7.047101726057008,982677,841472,25738,0,689.2130732836667,9.08705284819007,1211905,1023232,30278,0
softmax,triton,0,generation,1,submission,0.007823999971151352,report/agent-tritonbench/programs/softmax/triton/repeat-0/generation-1/candidate.py,0.00791200005915016,True,81.03266344498843,1.2769472510553896,124090,107264,3151,0,81.03266344498843,1.2769472510553896,124090,107264,3151,0
softmax,triton,0,optimization,0,seed,0.007823999971151352,report/agent-tritonbench/programs/softmax/triton/repeat-0/generation-1/candidate.py,0.00791200005915016,True,0,0,0,0,0,0,81.03266344498843,1.2769472510553896,124090,107264,3151,0
softmax,triton,0,optimization,1,submission,0.007703999988734722,report/agent-tritonbench/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,112.02616522298194,108.06229810300283,208862,172288,4818,0,193.05882866797037,109.33924535405822,332952,279552,7969,0
softmax,triton,0,optimization,2,submission,0.007703999988734722,report/agent-tritonbench/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,313.08614652999677,109.48341216193512,576623,485376,13633,0,394.1188099749852,110.76035941299051,700713,592640,16784,0
softmax,triton,0,optimization,3,submission,0.007703999988734722,report/agent-tritonbench/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,562.1563950669952,111.01340532978065,957566,794112,25280,0,643.1890585119836,112.29035258083604,1081656,901376,28431,0
softmax,triton,0,optimization,4,submission,0.007703999988734722,report/agent-tritonbench/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,719.2025932618417,112.11917305691168,1171583,971776,32400,0,800.2352567068301,113.39612030796707,1295673,1079040,35551,0
softmax,triton,0,optimization,5,submission,0.007703999988734722,report/agent-tritonbench/programs/softmax/triton/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,936.264139440842,113.62954700901173,1330331,1098496,43073,0,1017.2968028858304,114.90649426006712,1454421,1205760,46224,0
softmax,intent,0,generation,1,submission,0.0243520000949502,report/agent-tritonbench/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00791200005915016,False,113.0369567880407,190.56619629403576,315172,270336,4320,0,113.0369567880407,190.56619629403576,315172,270336,4320,0
softmax,intent,0,optimization,0,seed,0.0243520000949502,report/agent-tritonbench/programs/softmax/intent/repeat-0/generation-1/candidate.py,0.00791200005915016,False,0,0,0,0,0,0,113.0369567880407,190.56619629403576,315172,270336,4320,0
softmax,intent,0,optimization,1,submission,0.007840000092983246,report/agent-tritonbench/programs/softmax/intent/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,141.0560079650022,2.0196698068175465,243159,197888,5562,0,254.0929647530429,192.5858661008533,558331,468224,9882,0
softmax,intent,0,optimization,1,stop,0.007840000092983246,report/agent-tritonbench/programs/softmax/intent/repeat-0/optimization-1/candidate.py,0.00791200005915016,True,255.0889484391082,2.0196698068175465,309835,235264,10783,0,368.1259052271489,192.5858661008533,625007,505600,15103,0
matmul,triton,0,generation,1,submission,0.03035199921578169,report/agent-tritonbench/programs/matmul/triton/repeat-0/generation-1/candidate.py,0.017395999748259783,False,96.04148502298631,2.104137470945716,130584,94208,3861,0,96.04148502298631,2.104137470945716,130584,94208,3861,0
matmul,triton,0,optimization,0,seed,0.03035199921578169,report/agent-tritonbench/programs/matmul/triton/repeat-0/generation-1/candidate.py,0.017395999748259783,False,0,0,0,0,0,0,96.04148502298631,2.104137470945716,130584,94208,3861,0
matmul,triton,0,optimization,1,submission,0.018192000687122345,report/agent-tritonbench/programs/matmul/triton/repeat-0/optimization-1/candidate.py,0.017395999748259783,False,271.0581711959094,5.585701139876619,194881,166400,13384,0,367.0996562188957,7.689838610822335,325465,260608,17245,0
matmul,triton,0,optimization,2,submission,0.01800800021737814,report/agent-tritonbench/programs/matmul/triton/repeat-0/optimization-2/candidate.py,0.017395999748259783,False,442.10232534608804,8.954793324926868,357275,293888,21133,0,538.1438103690743,11.058930795872584,487859,388096,24994,0
matmul,triton,0,optimization,3,submission,0.017568000592291355,report/agent-tritonbench/programs/matmul/triton/repeat-0/optimization-3/candidate.py,0.017395999748259783,False,583.1418233120348,14.338268938940018,508314,419584,27687,0,679.1833083350211,16.442406409885734,638898,513792,31548,0
matmul,triton,0,optimization,4,submission,0.017568000592291355,report/agent-tritonbench/programs/matmul/triton/repeat-0/optimization-3/candidate.py,0.017395999748259783,False,881.2150577490684,21.03429957292974,1078937,928512,40581,0,977.2565427720547,23.138437043875456,1209521,1022720,44442,0
matmul,triton,0,optimization,5,submission,0.017568000592291355,report/agent-tritonbench/programs/matmul/triton/repeat-0/optimization-3/candidate.py,0.017395999748259783,False,985.2452679050621,22.750988401006907,1248119,1068544,45133,0,1081.2867529280484,24.855125871952623,1378703,1162752,48994,0
matmul,intent,0,generation,1,submission,,,0.017395999748259783,False,148.04918745718896,0.21083491598255932,274314,234496,6016,0,148.04918745718896,0.21083491598255932,274314,234496,6016,0
matmul,intent,0,generation,2,submission,,,0.017395999748259783,False,241.07151998206973,67.49125045002438,541950,454912,9071,0,241.07151998206973,67.49125045002438,541950,454912,9071,0
matmul,intent,0,generation,3,submission,,,0.017395999748259783,False,415.1260609999299,67.63379142200574,930751,771584,16872,0,415.1260609999299,67.63379142200574,930751,771584,16872,0
matmul,intent,0,generation,4,submission,0.018192000687122345,report/agent-tritonbench/programs/matmul/intent/repeat-0/generation-4/candidate.py,0.017395999748259783,False,563.1818828170653,74.78302458487451,1326663,1110528,23093,0,563.1818828170653,74.78302458487451,1326663,1110528,23093,0
matmul,intent,0,optimization,0,seed,0.018192000687122345,report/agent-tritonbench/programs/matmul/intent/repeat-0/generation-4/candidate.py,0.017395999748259783,False,0,0,0,0,0,0,563.1818828170653,74.78302458487451,1326663,1110528,23093,0
matmul,intent,0,optimization,1,submission,0.017536000348627567,report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-1/candidate.py,0.017395999748259783,False,297.0911138430238,6.676275392062962,226691,174592,14787,0,860.2729966600891,81.45929997693747,1553354,1285120,37880,0
matmul,intent,0,optimization,2,submission,0.017536000348627567,report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-1/candidate.py,0.017395999748259783,False,558.1607932769693,13.042261579073966,720594,628992,26240,0,1121.3426760940347,87.82528616394848,2047257,1739520,49333,0
matmul,intent,0,optimization,3,submission,0.017536000348627567,report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-1/candidate.py,0.017395999748259783,False,839.2489112198818,14.666812016163021,1068272,922880,39994,0,1402.4307940369472,89.44983660103753,2394935,2033408,63087,0
matmul,intent,0,optimization,4,submission,0.017536000348627567,report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-1/candidate.py,0.017395999748259783,False,1059.319262037985,16.42874027811922,1483329,1293056,50045,0,1622.5011448550504,91.21176486299373,2809992,2403584,73138,0
matmul,intent,0,optimization,5,submission,0.016367999836802483,report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-5/candidate.py,0.017395999748259783,True,1294.3892169659957,21.16343872412108,1717090,1486080,61580,0,1857.571099783061,95.94646330899559,3043753,2596608,84673,0
